Product Name,Price,Brand,Category,Description,Rating,Review Count,Style Attributes,Total Sizes,Available Sizes,Color,Purchase History,Age,Fashion Magazines,Fashion Influencers,Season,Time Period Highest Purchase,Customer Reviews,Social Media Comments,feedback
Q7I4,77.28343665,Ralph Lauren,Bottoms,Not Good,1.151315438,330,Vintage,"S, M, L",L,Blue,High,26,Grazia,Gigi Hadid,Fall,Nighttime,Positive,Other,Unknown
L9B0,75.34351572,Burberry,Accessories,Best,2.867488842,76,Bohemian,"M, L, XL",S,Black,Very High,18,Grazia,Chiara Ferragni,Winter,Holiday,Positive,Neutral,Positive
L8Y1,44.67634276,Alexander McQueen,Tops,Not Good,4.608313367,97,Preppy,"S, M, L",M,Black,High,25,W,Gigi Hadid,Summer,Holiday,Positive,Negative,Negative
S7N7,70.59072357,Mulberry,Swimwear,Not Good,1.638792163,432,Minimalist,"S, L, XL",XL,Green,High,32,Marie Claire,Julie Sariñana,Winter,Nighttime,Unknown,Unknown,Neutral
M5U3,89.40575722,Jigsaw,Dresses,Very Good,1.500986015,7,Formal,"S, L, XL",L,Green,Very High,21,Marie Claire,Negin Mirsalehi,Fall,Nighttime,Unknown,Negative,Unknown
J1Y3,24.81168284,Burberry,Footwear,Very Bad,1.014751256,430,Sporty,"S, M, L",L,Red,Medium,60,Fashionista,Aimee Song,Spring,Evening,Mixed,Negative,Mixed
S1F6,75.11945825,Ralph Lauren,Bottoms,Very Good,2.455784946,254,Streetwear,"S, M, L",M,Green,Significant,36,W,Leandra Medine,Summer,Nighttime,Unknown,Positive,Other
Q4D9,55.56168985,Burberry,Outerwear,Bad,4.570043181,188,Streetwear,"S, L, XL",XL,Black,Average,22,InStyle,Olivia Palermo,Fall,Holiday,Positive,Neutral,Negative
M3Y9,73.83718022,Ted Baker,Jewelry,Not Good,3.22339807,342,Glamorous,"S, M, L",S,Blue,Very Low,27,Cosmopolitan,Leandra Medine,Spring,Evening,Mixed,Negative,Positive
R6N1,71.31571494,Calvin Klein,Swimwear,Very Good,1.722535776,275,Preppy,"M, L, XL",M,Black,Below Average,45,InStyle,Aimee Song,Winter,Holiday,Unknown,Other,Negative
I6W8,39.87046392,Alexander McQueen,Lingerie,Not Good,1.241499653,99,Preppy,"S, M, L",M,Red,Significant,37,Marie Claire,Leandra Medine,Spring/Summer,Weekend,Unknown,Other,Mixed
B6Q8,32.46663022,Calvin Klein,Accessories,Worst,3.861988026,94,Preppy,"S, M, L",XL,Blue,Above Average,20,Fashionista,Leandra Medine,Spring,Daytime,Negative,Mixed,Neutral
E4D5,58.03305555,Ralph Lauren,Accessories,Very Bad,1.65014273,306,Preppy,"S, L, XL",L,Green,Very High,36,InStyle,Gigi Hadid,Fall,Daytime,Mixed,Positive,Other
B0A0,59.49639536,Burberry,Activewear,Very Good,3.620581452,282,Minimalist,"S, L, XL",M,Black,Low,28,Cosmopolitan,Gigi Hadid,Spring/Summer,Evening,Mixed,Neutral,Positive
E7H8,71.96448578,Burberry,Tops,Worst,1.116723631,10,Formal,"S, M, L",L,Black,Above Average,41,Glamour,Aimee Song,Fall,Weekend,Unknown,Neutral,Mixed
C1B5,14.19379601,Burberry,Footwear,Worst,1.736155566,77,Glamorous,"S, L, XL",XL,Black,Low,61,W,Chiara Ferragni,Spring/Summer,Evening,Unknown,Other,Mixed
F2C7,86.70662764,Tommy Hilfiger,Outerwear,Bad,1.536970356,475,Streetwear,"M, L, XL",S,Red,Significant,40,Cosmopolitan,Aimee Song,Summer,Evening,Mixed,Other,Unknown
F9J5,22.40446687,Burberry,Tops,Not Good,4.397128345,90,Casual,"S, L, XL",XL,Black,Below Average,54,Fashionista,Olivia Palermo,Spring/Summer,Nighttime,Positive,Neutral,Positive
R2T7,80.75976076,Ted Baker,Activewear,Worst,4.524817913,35,Preppy,"M, L, XL",S,Red,Low,39,Elle,Kendall Jenner,Spring/Summer,Weekend,Neutral,Other,Positive
H3I9,30.59895139,Jigsaw,Swimwear,Very Good,2.233504352,211,Bohemian,"M, L, XL",L,Blue,Below Average,41,Cosmopolitan,Gigi Hadid,Spring/Summer,Evening,Mixed,Neutral,Mixed
G2O1,62.06468305,Jigsaw,Footwear,Not Good,2.996577696,406,Glamorous,"S, M, L",S,Blue,Very Low,31,W,Negin Mirsalehi,Winter,Evening,Positive,Positive,Neutral
O9V9,88.54950217,Ted Baker,Bottoms,Worst,4.114251263,497,Formal,"M, L, XL",M,Black,Below Average,29,Fashionista,Negin Mirsalehi,Summer,Nighttime,Positive,Negative,Other
Q4I4,19.09090778,Alexander McQueen,Footwear,Not Good,1.879660767,349,Streetwear,"M, L, XL",M,Blue,Average,35,Glamour,Olivia Palermo,Fall/Winter,Nighttime,Neutral,Negative,Positive
O2B5,35.80068207,Tommy Hilfiger,Lingerie,Worst,2.912621797,259,Vintage,"S, L, XL",L,Red,Very Low,19,Elle,Gigi Hadid,Fall,Weekend,Negative,Positive,Other
M0P2,19.87753234,Jigsaw,Lingerie,Very Bad,1.732044377,281,Edgy,"S, L, XL",M,Black,Average,56,Marie Claire,Camila Coelho,Fall/Winter,Holiday,Mixed,Positive,Other
Q5F4,67.18696379,Calvin Klein,Bottoms,Very Bad,1.655317683,380,Formal,"M, L, XL",L,Blue,Medium,38,W,Julie Sariñana,Winter,Evening,Mixed,Mixed,Neutral
H9P0,10.25183528,Ralph Lauren,Dresses,Very Bad,3.868478684,225,Glamorous,"S, L, XL",M,Green,Negligible,41,Fashionista,Aimee Song,Spring/Summer,Nighttime,Negative,Other,Positive
N4R1,48.19179386,Ralph Lauren,Dresses,Bad,1.981045475,480,Bohemian,"S, M, L",L,Green,Below Average,61,Vogue,Gigi Hadid,Spring/Summer,Holiday,Positive,Neutral,Other
U0Z3,29.78783633,Ted Baker,Footwear,Best,2.556695708,327,Casual,"M, L, XL",L,Red,Very High,38,Harper's Bazaar,Aimee Song,Summer,Weekend,Mixed,Other,Unknown
P5T9,86.60101954,Tommy Hilfiger,Activewear,Bad,1.49141646,70,Sporty,"S, L, XL",XL,Black,Very High,35,Fashionista,Julie Sariñana,Spring,Nighttime,Neutral,Positive,Positive
L7W7,59.95543904,Ted Baker,Tops,Good,1.749870593,355,Preppy,"S, M, L",S,Red,Below Average,21,Harper's Bazaar,Julie Sariñana,Winter,Weekend,Negative,Negative,Mixed
I0K2,90.81272696,Ted Baker,Tops,Worst,4.459932408,9,Streetwear,"S, M, L",M,Blue,Very Low,36,Harper's Bazaar,Julie Sariñana,Spring/Summer,Evening,Mixed,Neutral,Negative
E1U2,44.2768471,Ralph Lauren,Lingerie,Very Good,1.955137188,217,Streetwear,"S, M, L",L,Blue,Medium,21,Grazia,Leandra Medine,Fall,Nighttime,Mixed,Other,Other
C3P8,32.84663276,Mulberry,Footwear,Not Good,4.550468109,262,Vintage,"S, L, XL",L,Black,Negligible,21,Glamour,Leandra Medine,Fall,Daytime,Neutral,Negative,Neutral
O1A0,71.99600355,Tommy Hilfiger,Bottoms,Bad,2.50202867,228,Bohemian,"M, L, XL",L,Black,Very Low,22,Marie Claire,Negin Mirsalehi,Spring,Holiday,Neutral,Positive,Neutral
M2C7,73.29774668,Mulberry,Swimwear,Very Good,3.278829511,251,Formal,"S, L, XL",S,Blue,Significant,54,InStyle,Song of Style,Spring/Summer,Nighttime,Unknown,Unknown,Other
M4A7,90.88862009,Tommy Hilfiger,Lingerie,Good,1.870142083,374,Formal,"S, L, XL",XL,Black,Significant,45,Cosmopolitan,Leandra Medine,Fall/Winter,Daytime,Negative,Positive,Mixed
E7M6,57.86988362,Tommy Hilfiger,Outerwear,Very Good,2.733308359,406,Streetwear,"S, L, XL",M,Black,Low,28,Elle,Julie Sariñana,Spring/Summer,Holiday,Negative,Positive,Negative
D8D9,69.95987885,Ted Baker,Dresses,Very Good,1.815831295,151,Sporty,"S, L, XL",M,Red,Low,37,Marie Claire,Chiara Ferragni,Winter,Holiday,Neutral,Other,Neutral
P2A9,63.05803357,Calvin Klein,Bottoms,Worst,2.246681956,206,Preppy,"S, M, L",XL,Blue,Negligible,55,Glamour,Kendall Jenner,Fall/Winter,Daytime,Mixed,Positive,Mixed
X0T0,21.36818473,Alexander McQueen,Lingerie,Bad,4.690385428,63,Vintage,"S, L, XL",S,Black,Very High,29,Fashionista,Song of Style,Spring/Summer,Nighttime,Unknown,Other,Positive
H0Z2,69.36520339,Alexander McQueen,Lingerie,Bad,1.591848339,289,Preppy,"S, M, L",M,Red,Negligible,18,Cosmopolitan,Kendall Jenner,Summer,Weekend,Mixed,Neutral,Unknown
R9F8,14.5132915,Mulberry,Outerwear,Bad,2.664136468,203,Sporty,"S, L, XL",XL,Green,Very High,59,Elle,Kendall Jenner,Spring,Weekend,Unknown,Unknown,Other
J0L7,25.71926478,Burberry,Footwear,Very Good,1.363916734,405,Streetwear,"M, L, XL",XL,Red,Medium,51,Vogue,Leandra Medine,Spring,Daytime,Neutral,Other,Negative
C6U7,62.62740939,Ralph Lauren,Bottoms,Very Bad,3.052700958,127,Minimalist,"S, L, XL",XL,Blue,Negligible,33,Vogue,Negin Mirsalehi,Spring,Daytime,Mixed,Neutral,Other
F2G2,95.99414924,Tommy Hilfiger,Activewear,Very Good,1.200955389,149,Sporty,"S, M, L",L,Black,Negligible,31,Fashionista,Julie Sariñana,Spring,Daytime,Neutral,Positive,Mixed
N4O0,32.46475291,Burberry,Outerwear,Very Good,1.788783656,486,Streetwear,"S, L, XL",S,Red,Average,24,Cosmopolitan,Aimee Song,Spring,Evening,Neutral,Positive,Neutral
N2V8,27.98140418,Mulberry,Tops,Best,2.874295361,90,Bohemian,"M, L, XL",S,Black,Average,23,Vogue,Song of Style,Fall,Weekend,Mixed,Positive,Neutral
V1C2,40.82336133,Burberry,Outerwear,Bad,2.132976086,199,Streetwear,"S, M, L",XL,Green,Above Average,44,Grazia,Negin Mirsalehi,Winter,Holiday,Neutral,Negative,Negative
M7J9,80.80510734,Ted Baker,Outerwear,Worst,4.911081563,226,Streetwear,"S, L, XL",L,Green,Above Average,58,Elle,Aimee Song,Fall,Holiday,Mixed,Other,Mixed
L2C0,67.29714466,Alexander McQueen,Outerwear,Worst,2.669979813,40,Glamorous,"S, M, L",S,Blue,Negligible,20,Cosmopolitan,Negin Mirsalehi,Summer,Weekend,Negative,Negative,Negative
A4A7,93.14920001,Calvin Klein,Outerwear,Bad,1.873047884,256,Formal,"S, L, XL",M,Blue,Medium,45,Fashionista,Song of Style,Spring/Summer,Evening,Positive,Neutral,Unknown
I9J2,36.80648015,Ralph Lauren,Dresses,Worst,2.451450185,145,Streetwear,"S, L, XL",L,Blue,Average,42,Marie Claire,Olivia Palermo,Spring/Summer,Nighttime,Neutral,Neutral,Positive
U3L3,86.93643098,Ralph Lauren,Jewelry,Very Bad,1.810627109,300,Sporty,"M, L, XL",XL,Blue,High,58,W,Kendall Jenner,Winter,Weekend,Mixed,Mixed,Neutral
O5F0,38.77053639,Burberry,Tops,Worst,2.085712561,13,Bohemian,"M, L, XL",S,Green,Low,30,InStyle,Negin Mirsalehi,Fall/Winter,Evening,Unknown,Mixed,Negative
N7S8,74.94058299,Ted Baker,Bottoms,Best,1.240612075,355,Preppy,"M, L, XL",S,Green,Very High,40,Vogue,Julie Sariñana,Spring/Summer,Holiday,Neutral,Negative,Mixed
O2V1,38.88337515,Alexander McQueen,Accessories,Very Bad,3.257766392,412,Minimalist,"S, M, L",M,Black,High,47,InStyle,Chiara Ferragni,Winter,Nighttime,Neutral,Positive,Neutral
H2Z9,50.93653745,Ted Baker,Bottoms,Bad,2.790841169,133,Formal,"S, M, L",S,Green,Significant,40,Vogue,Leandra Medine,Spring/Summer,Nighttime,Neutral,Unknown,Other
P1E4,28.44861442,Alexander McQueen,Dresses,Bad,3.544239534,397,Bohemian,"M, L, XL",M,Red,Below Average,39,Fashionista,Camila Coelho,Fall,Nighttime,Mixed,Mixed,Other
X4W3,58.78417579,Calvin Klein,Swimwear,Good,3.225681554,152,Sporty,"S, L, XL",M,Green,Significant,54,Marie Claire,Song of Style,Fall,Daytime,Mixed,Neutral,Mixed
M2T8,59.07511732,Calvin Klein,Activewear,Worst,4.983549997,97,Edgy,"S, L, XL",XL,Red,Medium,59,Marie Claire,Gigi Hadid,Spring,Weekend,Positive,Other,Negative
K2C9,87.5102592,Ted Baker,Dresses,Best,1.18258609,55,Bohemian,"S, M, L",XL,Green,Significant,61,W,Leandra Medine,Spring,Evening,Negative,Positive,Unknown
C2Q4,12.53515293,Burberry,Activewear,Bad,3.586235193,124,Glamorous,"M, L, XL",XL,Green,Average,61,Elle,Gigi Hadid,Summer,Weekend,Neutral,Mixed,Mixed
P0X5,89.41709828,Alexander McQueen,Accessories,Not Good,3.305206519,264,Vintage,"M, L, XL",L,Red,Very High,54,W,Leandra Medine,Winter,Evening,Positive,Negative,Neutral
J5G9,26.59489146,Tommy Hilfiger,Accessories,Very Bad,4.088884166,145,Glamorous,"S, M, L",L,Green,Very Low,60,Harper's Bazaar,Julie Sariñana,Summer,Holiday,Neutral,Neutral,Mixed
G9C3,64.11506822,Ted Baker,Footwear,Not Good,2.478837143,161,Casual,"M, L, XL",M,Green,High,37,Vogue,Song of Style,Winter,Nighttime,Mixed,Negative,Positive
T4Z9,70.66176498,Mulberry,Footwear,Bad,3.168653067,198,Edgy,"S, L, XL",S,Red,Low,23,Grazia,Camila Coelho,Fall/Winter,Weekend,Mixed,Mixed,Unknown
D6D1,96.95777187,Calvin Klein,Bottoms,Good,2.594035786,120,Edgy,"S, L, XL",L,Blue,Significant,39,Cosmopolitan,Song of Style,Winter,Daytime,Mixed,Mixed,Other
V9H3,91.73624636,Tommy Hilfiger,Jewelry,Bad,4.045521359,160,Casual,"S, L, XL",S,Green,Negligible,35,Marie Claire,Chiara Ferragni,Spring,Daytime,Neutral,Other,Unknown
M4R8,23.14979494,Alexander McQueen,Accessories,Very Good,3.168057927,0,Vintage,"S, M, L",XL,Green,Below Average,55,W,Gigi Hadid,Spring,Daytime,Positive,Negative,Other
X8V5,96.61375473,Calvin Klein,Activewear,Not Good,4.777745004,62,Casual,"S, L, XL",XL,Green,Average,33,InStyle,Chiara Ferragni,Summer,Daytime,Negative,Other,Mixed
S3K2,77.43323597,Calvin Klein,Dresses,Very Good,3.875102032,23,Streetwear,"M, L, XL",M,Black,Below Average,58,Marie Claire,Olivia Palermo,Fall/Winter,Holiday,Neutral,Mixed,Positive
E6U8,20.36995891,Ted Baker,Activewear,Bad,3.353951231,168,Streetwear,"S, M, L",XL,Green,High,34,Cosmopolitan,Kendall Jenner,Fall/Winter,Holiday,Positive,Unknown,Negative
R0F0,93.63236973,Tommy Hilfiger,Dresses,Very Good,1.398849419,90,Minimalist,"M, L, XL",L,Red,Very High,61,Fashionista,Aimee Song,Fall/Winter,Daytime,Neutral,Negative,Neutral
I0O5,83.09047751,Ted Baker,Dresses,Very Good,2.98191727,181,Sporty,"S, L, XL",S,Blue,Low,22,Marie Claire,Kendall Jenner,Winter,Nighttime,Neutral,Neutral,Other
G3H5,81.25431741,Ted Baker,Swimwear,Very Good,4.191063626,177,Edgy,"S, M, L",XL,Red,High,50,Vogue,Negin Mirsalehi,Spring/Summer,Nighttime,Unknown,Neutral,Negative
R3I8,14.87250937,Burberry,Dresses,Very Bad,4.678899163,84,Bohemian,"S, L, XL",L,Black,Above Average,61,Grazia,Julie Sariñana,Winter,Nighttime,Positive,Neutral,Mixed
H2S4,45.95740986,Calvin Klein,Accessories,Best,1.366519421,206,Preppy,"S, L, XL",M,Black,Above Average,52,Fashionista,Negin Mirsalehi,Fall,Weekend,Unknown,Unknown,Unknown
U0M6,83.21910434,Calvin Klein,Dresses,Best,1.146888113,205,Streetwear,"S, M, L",L,Blue,Low,29,Cosmopolitan,Gigi Hadid,Fall,Holiday,Positive,Other,Unknown
R0N9,53.17463605,Calvin Klein,Bottoms,Bad,2.665905492,175,Casual,"M, L, XL",S,Black,Significant,58,Vogue,Leandra Medine,Summer,Daytime,Mixed,Positive,Mixed
X9S9,49.3174501,Mulberry,Swimwear,Bad,1.964623776,405,Minimalist,"M, L, XL",M,Blue,Above Average,42,W,Camila Coelho,Spring/Summer,Daytime,Mixed,Mixed,Mixed
L8X8,82.59645115,Calvin Klein,Accessories,Good,3.256063149,473,Edgy,"M, L, XL",XL,Black,Very Low,45,Marie Claire,Chiara Ferragni,Winter,Evening,Unknown,Neutral,Unknown
M7Q1,49.75280832,Jigsaw,Swimwear,Best,3.681531604,105,Formal,"S, M, L",S,Green,Medium,26,Cosmopolitan,Kendall Jenner,Fall/Winter,Weekend,Positive,Mixed,Neutral
C9B1,38.30607862,Burberry,Swimwear,Good,1.977658464,269,Preppy,"S, M, L",S,Red,Average,64,InStyle,Negin Mirsalehi,Spring/Summer,Nighttime,Positive,Unknown,Other
P3T3,92.6833304,Ted Baker,Footwear,Best,3.923066713,186,Minimalist,"S, M, L",L,Green,Below Average,52,Marie Claire,Leandra Medine,Spring,Holiday,Mixed,Other,Other
O0W9,20.78719269,Mulberry,Bottoms,Not Good,1.27095344,66,Casual,"S, L, XL",L,Black,High,31,Grazia,Gigi Hadid,Spring/Summer,Daytime,Unknown,Positive,Mixed
Z3O0,11.20365762,Calvin Klein,Jewelry,Bad,3.169466744,238,Glamorous,"S, L, XL",L,Black,High,32,Glamour,Gigi Hadid,Spring,Nighttime,Neutral,Other,Unknown
V7C3,67.57961136,Burberry,Bottoms,Bad,1.949461638,249,Bohemian,"S, L, XL",L,Black,Significant,44,Glamour,Camila Coelho,Summer,Evening,Neutral,Unknown,Mixed
Z8N6,84.9241136,Ted Baker,Accessories,Good,3.676325704,462,Casual,"S, L, XL",S,Red,Average,27,Glamour,Julie Sariñana,Spring,Holiday,Positive,Mixed,Neutral
G0R9,21.63231871,Calvin Klein,Swimwear,Very Good,2.29651996,470,Streetwear,"S, M, L",S,Blue,Medium,51,Marie Claire,Chiara Ferragni,Spring/Summer,Evening,Positive,Neutral,Neutral
S5K8,12.0783379,Mulberry,Tops,Good,2.188675065,476,Casual,"S, L, XL",XL,Black,Significant,59,Glamour,Gigi Hadid,Summer,Holiday,Unknown,Unknown,Negative
J6D6,52.55010364,Ted Baker,Activewear,Worst,1.159736809,417,Edgy,"M, L, XL",M,Red,Very High,19,Fashionista,Gigi Hadid,Winter,Nighttime,Unknown,Mixed,Unknown
L4N1,58.26403084,Tommy Hilfiger,Jewelry,Not Good,1.585213553,306,Minimalist,"M, L, XL",M,Blue,Below Average,34,Elle,Camila Coelho,Fall,Evening,Mixed,Unknown,Neutral
R8X3,53.9866655,Alexander McQueen,Tops,Very Good,4.159146383,295,Formal,"S, L, XL",L,Blue,Medium,46,Fashionista,Olivia Palermo,Winter,Weekend,Mixed,Negative,Mixed
M2F5,63.17326994,Mulberry,Bottoms,Worst,2.954354946,232,Streetwear,"S, M, L",M,Blue,Very High,43,Elle,Leandra Medine,Spring/Summer,Nighttime,Unknown,Unknown,Mixed
B2I4,98.58915557,Ralph Lauren,Tops,Very Good,1.478328034,447,Sporty,"S, M, L",S,Black,Very High,33,Vogue,Leandra Medine,Fall/Winter,Holiday,Positive,Mixed,Other
Z0F8,71.06496312,Calvin Klein,Accessories,Not Good,3.527321082,149,Casual,"S, L, XL",S,Red,Low,54,Elle,Kendall Jenner,Fall/Winter,Holiday,Unknown,Negative,Other
V8M5,35.19974492,Burberry,Bottoms,Worst,2.361040883,151,Preppy,"S, L, XL",M,Black,High,50,Vogue,Camila Coelho,Spring,Daytime,Mixed,Other,Neutral
F6K9,57.8158906,Jigsaw,Footwear,Bad,4.657528074,12,Sporty,"S, M, L",XL,Green,Average,43,InStyle,Julie Sariñana,Fall,Weekend,Negative,Mixed,Other
K4T3,16.60157416,Jigsaw,Activewear,Very Good,4.899526824,342,Vintage,"S, L, XL",L,Red,Below Average,32,Cosmopolitan,Aimee Song,Fall,Daytime,Negative,Mixed,Mixed
V1D4,92.68755941,Ted Baker,Jewelry,Very Good,3.246332483,297,Minimalist,"S, L, XL",S,Red,Below Average,41,Marie Claire,Song of Style,Fall/Winter,Daytime,Unknown,Unknown,Negative
N6W4,21.21100384,Ralph Lauren,Dresses,Worst,1.322559104,2,Glamorous,"S, L, XL",S,Black,Very Low,26,InStyle,Aimee Song,Summer,Daytime,Positive,Neutral,Mixed
J7U2,18.10738627,Ted Baker,Jewelry,Bad,2.028239758,352,Glamorous,"S, M, L",M,Red,Below Average,40,Glamour,Song of Style,Spring,Holiday,Mixed,Positive,Mixed
M5L9,68.46168691,Alexander McQueen,Outerwear,Not Good,1.700204649,179,Vintage,"M, L, XL",M,Blue,Below Average,26,Vogue,Gigi Hadid,Winter,Holiday,Unknown,Neutral,Unknown
G0V6,67.33172717,Ralph Lauren,Dresses,Bad,3.668954647,373,Bohemian,"M, L, XL",L,Blue,High,43,Marie Claire,Camila Coelho,Fall/Winter,Weekend,Neutral,Unknown,Unknown
L1Y4,30.42890452,Jigsaw,Swimwear,Worst,3.851858525,262,Bohemian,"S, M, L",M,Green,Very Low,43,Cosmopolitan,Camila Coelho,Winter,Evening,Unknown,Negative,Other
V8I9,16.89074833,Alexander McQueen,Activewear,Bad,4.132625645,159,Formal,"M, L, XL",M,Black,Significant,43,Elle,Julie Sariñana,Spring,Nighttime,Negative,Unknown,Unknown
A9Q4,25.70151946,Mulberry,Activewear,Worst,4.568749408,125,Vintage,"M, L, XL",L,Green,Low,25,Cosmopolitan,Camila Coelho,Winter,Evening,Neutral,Unknown,Other
S5M4,30.94643068,Ralph Lauren,Dresses,Very Good,2.991560225,102,Sporty,"M, L, XL",L,Green,Average,55,Elle,Chiara Ferragni,Fall,Evening,Positive,Neutral,Negative
X8E3,55.24018302,Jigsaw,Tops,Best,2.081126713,219,Formal,"S, L, XL",M,Blue,Significant,47,Glamour,Negin Mirsalehi,Fall,Nighttime,Mixed,Mixed,Neutral
Z8V1,57.35671778,Jigsaw,Dresses,Worst,4.674291044,208,Formal,"S, L, XL",XL,Black,High,62,Elle,Julie Sariñana,Fall/Winter,Evening,Neutral,Positive,Unknown
D1M2,53.88799587,Ralph Lauren,Activewear,Very Bad,4.635329326,285,Glamorous,"S, M, L",M,Green,Very High,57,Fashionista,Leandra Medine,Spring/Summer,Daytime,Positive,Mixed,Negative
P9H8,23.52940189,Calvin Klein,Tops,Not Good,1.843647639,127,Minimalist,"M, L, XL",XL,Green,Very Low,36,Glamour,Song of Style,Winter,Nighttime,Neutral,Positive,Positive
N1R7,16.61006694,Calvin Klein,Lingerie,Bad,1.462684307,475,Bohemian,"S, M, L",XL,Green,High,38,Marie Claire,Negin Mirsalehi,Winter,Daytime,Neutral,Mixed,Mixed
Q4O7,62.1890803,Tommy Hilfiger,Lingerie,Bad,2.313875688,305,Formal,"S, M, L",S,Blue,Medium,42,Harper's Bazaar,Negin Mirsalehi,Spring/Summer,Evening,Unknown,Mixed,Unknown
S5R0,41.66230882,Ted Baker,Accessories,Bad,1.773838421,318,Formal,"S, L, XL",L,Black,Very Low,43,Marie Claire,Negin Mirsalehi,Fall/Winter,Daytime,Negative,Unknown,Unknown
J2Z4,65.63840102,Burberry,Lingerie,Very Good,3.431506963,252,Formal,"S, L, XL",M,Green,Below Average,18,Cosmopolitan,Julie Sariñana,Fall/Winter,Weekend,Positive,Negative,Neutral
K3Y5,68.95555076,Mulberry,Swimwear,Good,2.529291979,16,Preppy,"M, L, XL",S,Blue,Low,29,Elle,Negin Mirsalehi,Fall,Holiday,Negative,Negative,Positive
V1A2,63.48749824,Alexander McQueen,Swimwear,Very Good,3.225815431,41,Formal,"S, M, L",M,Green,High,23,Grazia,Gigi Hadid,Summer,Daytime,Unknown,Mixed,Negative
Z3E9,11.74222789,Ralph Lauren,Dresses,Good,4.539694709,12,Casual,"S, M, L",M,Blue,Very Low,26,Vogue,Aimee Song,Fall,Daytime,Positive,Mixed,Unknown
I1K0,42.8913446,Alexander McQueen,Bottoms,Best,1.589788675,364,Glamorous,"S, M, L",M,Red,Very High,30,Grazia,Julie Sariñana,Fall,Holiday,Neutral,Other,Positive
R3X1,30.94013358,Ted Baker,Activewear,Best,1.539375637,151,Streetwear,"M, L, XL",S,Black,Very Low,37,Cosmopolitan,Gigi Hadid,Fall/Winter,Evening,Mixed,Positive,Other
D1G6,57.09945857,Jigsaw,Activewear,Good,3.045553671,82,Minimalist,"M, L, XL",XL,Black,Negligible,55,Marie Claire,Olivia Palermo,Spring/Summer,Nighttime,Mixed,Mixed,Other
N1J9,27.09812428,Burberry,Bottoms,Worst,4.51695828,477,Formal,"S, L, XL",M,Black,Significant,37,Harper's Bazaar,Aimee Song,Winter,Nighttime,Neutral,Neutral,Neutral
M7Q4,43.83422669,Tommy Hilfiger,Jewelry,Best,2.498261539,266,Edgy,"S, M, L",L,Black,Low,59,Harper's Bazaar,Olivia Palermo,Winter,Weekend,Unknown,Unknown,Unknown
A8M4,42.95663134,Alexander McQueen,Outerwear,Not Good,1.729796643,206,Sporty,"S, M, L",L,Blue,High,25,Elle,Camila Coelho,Spring/Summer,Weekend,Unknown,Unknown,Neutral
K2V9,51.8706118,Calvin Klein,Dresses,Best,1.048460344,416,Formal,"M, L, XL",L,Blue,Above Average,50,InStyle,Julie Sariñana,Winter,Holiday,Neutral,Other,Positive
G5R5,30.1856019,Burberry,Outerwear,Best,2.841984233,358,Minimalist,"S, L, XL",XL,Black,Low,44,InStyle,Leandra Medine,Fall/Winter,Holiday,Negative,Other,Neutral
C5W5,28.56648359,Mulberry,Lingerie,Not Good,1.478302658,335,Streetwear,"S, L, XL",M,Blue,Negligible,44,InStyle,Negin Mirsalehi,Summer,Holiday,Mixed,Mixed,Unknown
W2C1,87.62550762,Tommy Hilfiger,Tops,Good,2.777279465,440,Preppy,"M, L, XL",XL,Red,High,25,Grazia,Negin Mirsalehi,Fall/Winter,Weekend,Positive,Other,Negative
G2W8,91.28375153,Ralph Lauren,Accessories,Best,2.535674904,416,Casual,"S, M, L",M,Blue,Below Average,47,Fashionista,Gigi Hadid,Spring/Summer,Evening,Unknown,Unknown,Neutral
E5U9,10.38778948,Calvin Klein,Accessories,Very Good,2.457802503,73,Minimalist,"S, M, L",S,Red,Low,21,W,Song of Style,Summer,Evening,Mixed,Negative,Positive
L1U1,13.2218495,Tommy Hilfiger,Accessories,Very Good,2.992964467,134,Sporty,"M, L, XL",M,Black,Above Average,30,Cosmopolitan,Aimee Song,Fall/Winter,Daytime,Neutral,Unknown,Other
S5Y6,55.34393036,Tommy Hilfiger,Outerwear,Very Bad,4.526437434,436,Minimalist,"S, M, L",XL,Red,Above Average,58,Grazia,Kendall Jenner,Spring,Evening,Neutral,Unknown,Negative
T8U0,78.3779974,Mulberry,Dresses,Best,1.746033566,0,Formal,"S, L, XL",XL,Red,Low,59,InStyle,Leandra Medine,Fall,Holiday,Unknown,Unknown,Mixed
Z7E6,64.52913786,Tommy Hilfiger,Outerwear,Very Bad,1.180756945,346,Preppy,"S, M, L",S,Green,Very High,22,Grazia,Song of Style,Winter,Weekend,Unknown,Mixed,Neutral
I2N6,37.02012858,Ralph Lauren,Swimwear,Best,1.410425805,181,Edgy,"S, M, L",XL,Blue,Average,52,Glamour,Gigi Hadid,Fall/Winter,Holiday,Positive,Mixed,Neutral
W6S0,75.19463085,Tommy Hilfiger,Lingerie,Bad,3.618331987,60,Glamorous,"S, M, L",L,Blue,High,54,Harper's Bazaar,Song of Style,Winter,Nighttime,Unknown,Other,Unknown
D7S4,91.55128006,Alexander McQueen,Dresses,Not Good,2.753776028,445,Sporty,"S, M, L",M,Black,Above Average,61,W,Camila Coelho,Fall,Holiday,Positive,Unknown,Other
Z4Y9,89.93050841,Calvin Klein,Activewear,Bad,3.612963042,376,Casual,"S, L, XL",L,Green,Average,44,Harper's Bazaar,Chiara Ferragni,Spring,Evening,Mixed,Other,Negative
